uiId,iconID,name,menpai,xinfa,type,quality,score,body,spirit,strength,agility,spunk,basicPhysicsShield,basicMagicShield,damageBase,damageRange,attackSpeed,physicsShield,magicShield,dodge,parryBase,parryValue,toughness,attack,heal,crit,critEffect,overcome,acce,hit,strain,huajing,threat,texiao,xiangqian,strengthen,dropSource,originalId
任务,2900,归宁囊,0,3,4,1650,1782,247,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,384,0,0,0,183,0,0,0,,,6,任务,weapon-18631
任务,2900,燕音囊,0,2,4,1650,1782,247,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,196,0,384,0,0,0,183,0,0,0,,,6,任务,weapon-18632
任务,2900,赤鲂囊,0,4,4,1650,1782,247,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,384,0,0,0,183,0,0,0,,,6,任务,weapon-18633
任务,2900,阆风囊,0,5,4,1650,1782,247,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,164,0,384,0,0,0,183,0,0,0,,,6,任务,weapon-18634
任务,2900,湘蘋囊,0,6,4,1650,1782,247,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,,,6,任务,weapon-18635
任务,2900,吉士囊,0,7,4,1650,1782,356,0,0,0,0,0,0,0,0,0,46,0,229,0,0,0,0,0,0,0,0,0,183,91,0,0,,,6,任务,weapon-18636
任务,7893,厌名,3,2,11,1650,3564,494,0,0,0,180,0,0,434,289,27,0,0,0,0,0,0,747,0,768,0,0,0,366,0,0,0,,,6,任务,weapon-18637
任务,7893,禅心无滞,3,7,11,1650,3564,713,0,0,0,0,0,0,434,289,27,118,592,0,0,0,0,0,0,0,0,0,0,474,237,0,0,,,6,任务,weapon-18638
任务,7913,采藻,2,2,11,1650,3564,494,0,0,0,180,0,0,128,85,16,0,0,0,0,0,0,747,0,768,0,0,0,366,0,0,0,,,6,任务,weapon-18639
任务,7913,采蘋,2,6,11,1650,3564,494,180,0,0,0,0,0,128,85,16,0,0,0,0,0,0,0,1045,0,0,0,0,0,0,0,0,,,6,任务,weapon-18640
任务,7898,羽林枪,9,4,11,1650,3564,494,0,180,0,0,0,0,434,289,27,0,0,0,0,0,0,623,0,768,0,0,0,366,0,0,0,,,6,任务,weapon-18641
任务,7898,云季枪,9,7,11,1650,3564,713,0,0,0,0,0,0,434,289,27,711,0,0,0,0,0,0,0,0,0,0,0,474,237,0,0,,,6,任务,weapon-18642
任务,7844,星文剑,8,3,11,1650,3564,494,180,0,0,0,0,0,166,111,21,0,0,0,0,0,0,747,0,768,0,0,0,366,0,0,0,,,6,任务,weapon-18643
任务,7844,溪水剑,8,5,11,1650,3564,494,0,0,180,0,0,0,332,221,21,0,0,0,0,0,0,623,0,768,0,0,0,366,0,0,0,,,6,任务,weapon-18644
任务,6541,其薇,6,3,11,1650,3564,494,180,0,0,0,0,0,166,111,21,0,0,0,0,0,0,747,0,768,0,0,0,366,0,0,0,,,6,任务,weapon-18645
任务,6541,其蕨,6,6,11,1650,3564,494,180,0,0,0,0,0,166,111,21,0,0,0,0,0,0,0,1045,0,0,0,0,0,0,0,0,,,6,任务,weapon-18646
任务,7908,羽虫笛,7,3,11,1650,3564,494,180,0,0,0,0,0,128,85,16,0,0,0,0,0,0,747,0,768,0,0,0,366,0,0,0,,,6,任务,weapon-18647
任务,7908,草虫笛,7,6,11,1650,3564,494,180,0,0,0,0,0,128,85,16,0,0,0,0,0,0,0,1045,0,0,0,0,0,0,0,0,,,6,任务,weapon-18648
